data,categoria,tipo,valor,descricao,metodo_pgto
28-03-2022,Impostos,despesa,160.56,Impostos - pagamento,
2022-01-30, Saúde,despesa,311.52,Saúde - pagamento,Cartão de Crédito
2022-05-29,Moradia,despesa,300.19,Moradia - pagamento,Pix
07-02-2023,Bônus,receita,5422.22,Bônus - pagamento,Transferência
05-05-2022,assinaturas,despesa,29328.23,,Transferência
2023-03-28,Moradia,despesa,515.27,Moradia - pagamento,Boleto
2023-07-27, Saúde,despesa,354.38,Saúde - pagamento,Transferência
27/04/2024,Freelance,receita,"R$ 7.449,06",Freelance - pagamento,Transferência
07-09-2022,Manutenção,despesa,456.85,,
13/01/2024,Impostos,despesa,117.59,,Cartão de Crédito
2024-09-22,Freelance,receita,5347.74,Freelance - pagamento,
23/02/2022,Lazer,despesa,394.03,Lazer - pagamento,Pix
2024/05/21,Vestuário,despesa,5,Vestuário - pagamento,Débito
14/10/2024,Bônus,receita,"R$ 5.090,59",Bônus - pagamento,Pix
2023-04-12,Freelance,receita,3616.21,Freelance - pagamento,
2024/04/27,Educação,despesa,268.04,Educação - pagamento,
2022/01/27,Bônus,receita,3211.81,,Transferência
2022/06/09,Transporte ,despesa,279.5,Transporte - pagamento,Boleto
17-01-2022,Manutenção,despesa,578.64,Manutenção - pagamento,Cartão de Crédito
2023/03/17, Saúde,despesa,297.54,Saúde - pagamento,Boleto
28-10-2023,Manutenção,despesa,692.95,,Pix
2023-10-27,Bônus,receita,3432.14,Bônus - pagamento,Cartão de Crédito
14/09/2022,Salário,receita,3691.17,Salário - pagamento,Boleto
26-03-2022,Alimentação,despesa,881.4,Alimentação - pagamento,Boleto
29/08/2024,Alimentação,despesa,681.64,Alimentação - pagamento,Cartão de Crédito
04-08-2022,Transporte ,despesa,531.58,Transporte - pagamento,Pix
28-03-2023,Transporte ,despesa,"R$ 5,00",Transporte - pagamento,Transferência
29-07-2022,Rendimentos,receita,3136.98,,Débito
2024/11/26,Impostos,despesa,668.88,Impostos - pagamento,
28/09/2022,Educação,despesa,408.79,Educação - pagamento,Pix
2022-04-25,Freelance,receita,6662.79,Freelance - pagamento,Débito
01/07/2022,Transporte ,despesa,88.71,Transporte - pagamento,Pix
2022-04-12,Rendimentos,receita,4703.74,,Boleto
01/06/2024,Bônus,receita,1118.33,Bônus - pagamento,Pix
2023/10/24,Lazer,despesa,123.91,Lazer - pagamento,Boleto
26/12/2024,Moradia,despesa,24.67,Moradia - pagamento,Boleto
13-04-2022,alimentação,despesa,77.27,alimentação - pagamento,Débito
09/06/2023,Transporte ,despesa,56.91,Transporte - pagamento,Boleto
2023-04-23,Alimentação,despesa,323.57,Alimentação - pagamento,Pix
2022/02/04,Moradia,despesa,301.08,Moradia - pagamento,Boleto
22-06-2022,Alimentação,despesa,731.32,Alimentação - pagamento,
08/08/2022,Freelance,receita,3771.38,Freelance - pagamento,Pix
2024-08-14,Bônus,receita,2728.93,Bônus - pagamento,Cartão de Crédito
2022-08-06,Alimentação,despesa,212.3,,
18/08/2022,Freelance,receita,843.92,Freelance - pagamento,Boleto
2024/08/05,Manutenção,despesa,7.62,Manutenção - pagamento,Pix
24-10-2023,Bônus,receita,5728.83,Bônus - pagamento,Pix
2023-11-11,Lazer,despesa,209.22,Lazer - pagamento,Cartão de Crédito
2024/07/29,Freelance,receita,5450.38,Freelance - pagamento,Pix
2022/09/17,Freelance,receita,"R$ 8.197,42",Freelance - pagamento,Débito
23/06/2022,Manutenção,despesa,967.92,Manutenção - pagamento,Transferência
2024-10-29,Moradia,despesa,252.62,Moradia - pagamento,Transferência
2022/04/28,,despesa,356.8,Lazer - pagamento,Cartão de Crédito
2024-11-12,Manutenção,despesa,404.63,Manutenção - pagamento,Boleto
2024-12-21,Alimentação,despesa,299.23,Alimentação - pagamento,Boleto
2023/06/10,Bônus,receita,7876.0,Bônus - pagamento,Cartão de Crédito
18/09/2024,Vestuário,despesa,390.85,,Boleto
2023/08/24,Bônus,receita,6384.3,Bônus - pagamento,Boleto
23-01-2022,Impostos,despesa,637.22,Impostos - pagamento,Transferência
2022-10-13,Alimentação,despesa,"R$ 185,20",Alimentação - pagamento,Débito
2022/02/09,Transporte ,despesa,108.56,Transporte - pagamento,Pix
2024/12/15,Moradia,despesa,471.98,Moradia - pagamento,Cartão de Crédito
05-12-2022,alimentação,despesa,660.94,,Cartão de Crédito
30/06/2022,Transporte ,despesa,185.27,,Cartão de Crédito
2024/09/29,Vestuário,despesa,249.03,,Cartão de Crédito
07/08/2023,Freelance,receita,3942.25,,Cartão de Crédito
19-07-2024,alimentação,despesa,376.9,alimentação - pagamento,Débito
2023-01-20,Rendimentos,receita,6191.9,Rendimentos - pagamento,
2022/04/17,alimentação,despesa,196.27,,Pix
01-09-2024,Vestuário,despesa,427.54,Vestuário - pagamento,Débito
30/03/2024,Impostos,despesa,122.79,Impostos - pagamento,Cartão de Crédito
20/05/2024,,despesa,346.14,,Boleto
24/07/2024,Freelance,receita,"R$ 2.283,61",Freelance - pagamento,Débito
2024-04-05,,despesa,368.83,,Pix
29-07-2024, Saúde,despesa,219.65,Saúde - pagamento,
09/05/2023,Manutenção,despesa,171.54,Manutenção - pagamento,Boleto
27/11/2022, Saúde,despesa,121.13,,Boleto
2023/09/16,Manutenção,despesa,67.1,Manutenção - pagamento,
2022/08/31,Vestuário,despesa,560.94,Vestuário - pagamento,Cartão de Crédito
25-10-2022,alimentação,despesa,50.16,,Boleto
2022-03-19,Lazer,despesa,354.69,Lazer - pagamento,Pix
07/06/2023,Vestuário,despesa,473.35,Vestuário - pagamento,Transferência
31/05/2022,Manutenção,despesa,382.65,Manutenção - pagamento,Transferência
06/08/2022,assinaturas,despesa,"R$ 79,77",assinaturas - pagamento,Boleto
24-12-2022,Educação,despesa,147.53,Educação - pagamento,
13/10/2022, Saúde,despesa,349.97,,Transferência
2022-06-24,Salário,receita,2585.74,Salário - pagamento,Transferência
2023-10-19,Moradia,despesa,591.63,Moradia - pagamento,Transferência
23/11/2022,Impostos,despesa,427.8,Impostos - pagamento,Transferência
30/03/2023,alimentação,despesa,5,alimentação - pagamento,Boleto
2023-12-22,assinaturas,despesa,743.0,,
2023/07/20,Bônus,receita,8737.13,Bônus - pagamento,Cartão de Crédito
2024-02-09,Freelance,receita,"R$ 4.596,20",,Pix
24-10-2022,Manutenção,despesa,258.94,Manutenção - pagamento,Débito
08-01-2024,Moradia,despesa,498.76,Moradia - pagamento,
2023-12-25,Salário,receita,4128.65,Salário - pagamento,Boleto
2024/11/18,assinaturas,despesa,"R$ 298,80",,Boleto
12-11-2022,Lazer,despesa,279.81,Lazer - pagamento,Pix
27-07-2022,Rendimentos,receita,"R$ 6.498,17",Rendimentos - pagamento,Transferência
02/01/2024,Freelance,receita,3031.49,Freelance - pagamento,Pix
26/03/2022,Educação,despesa,194.19,Educação - pagamento,Débito
27-04-2023,Educação,despesa,357.35,Educação - pagamento,Pix
03/10/2024,Manutenção,despesa,195.44,Manutenção - pagamento,Boleto
2023/07/13,Educação,despesa,411.97,Educação - pagamento,Cartão de Crédito
2023/11/21,Transporte ,despesa,5,,Cartão de Crédito
25-05-2024,Freelance,receita,5414.08,Freelance - pagamento,Transferência
2023-04-16,assinaturas,despesa,639.66,,Débito
2023/08/06,Impostos,despesa,301.67,Impostos - pagamento,
2023/08/22,Transporte ,despesa,214.34,Transporte - pagamento,Pix
2023/07/17,Lazer,despesa,"R$ 134,69",Lazer - pagamento,Débito
10-02-2023,Vestuário,despesa,278.01,,Débito
25/08/2023,Alimentação,despesa,"R$ 167,48",Alimentação - pagamento,Cartão de Crédito
2024/09/09,Manutenção,despesa,18.69,Manutenção - pagamento,
30-08-2022, Saúde,despesa,628.39,,Transferência
25-09-2022,Salário,receita,2423.21,,Transferência
24/06/2023,Rendimentos,receita,5582.42,,Cartão de Crédito
25/11/2024,Impostos,despesa,248.84,Impostos - pagamento,Pix
20-07-2023,Alimentação,despesa,839.13,,Boleto
2022/04/21,Bônus,receita,5546.02,Bônus - pagamento,Cartão de Crédito
2023/09/16,Bônus,receita,4206.84,Bônus - pagamento,Transferência
2024-06-20,Impostos,despesa,191.21,Impostos - pagamento,Débito
2024-08-21,Alimentação,despesa,249.92,Alimentação - pagamento,
26/12/2024,Impostos,despesa,238.42,Impostos - pagamento,Débito
20/04/2024,Lazer,despesa,5,Lazer - pagamento,Débito
2023/02/18,assinaturas,despesa,330.07,assinaturas - pagamento,Boleto
2023/05/03,Alimentação,despesa,387.58,Alimentação - pagamento,Boleto
05-09-2023,Impostos,despesa,33635.42,,Débito
17/09/2023, Saúde,despesa,622.4,Saúde - pagamento,Pix
05-11-2024,Impostos,despesa,771.94,Impostos - pagamento,Cartão de Crédito
22-02-2022,Lazer,despesa,430.63,,Transferência
22-04-2024,Educação,despesa,412.73,Educação - pagamento,Pix
2023-09-28,Alimentação,despesa,604.37,Alimentação - pagamento,Cartão de Crédito
22-10-2022,Transporte ,despesa,598.86,Transporte - pagamento,Boleto
20-07-2022,Educação,despesa,411.81,Educação - pagamento,Débito
07/10/2023,Manutenção,despesa,"R$ 5,00",Manutenção - pagamento,Débito
30/04/2024,Manutenção,despesa,657.57,Manutenção - pagamento,Débito
2022-10-01,Alimentação,despesa,332.05,Alimentação - pagamento,
21-05-2023,assinaturas,despesa,240.82,assinaturas - pagamento,Boleto
04/02/2023,alimentação,despesa,168.3,,Pix
07/03/2022,Freelance,receita,5486.33,,Cartão de Crédito
2022/11/19,Rendimentos,receita,5678.18,,Débito
24/06/2024,Transporte ,despesa,288.23,,Pix
2022-03-16,Impostos,despesa,306.81,,Boleto
08-03-2023,assinaturas,despesa,282.16,assinaturas - pagamento,Débito
13-05-2024,Bônus,receita,3451.09,Bônus - pagamento,Cartão de Crédito
2022/11/21,Impostos,despesa,321.93,Impostos - pagamento,Cartão de Crédito
14/11/2022,Manutenção,despesa,185.95,Manutenção - pagamento,Pix
09-04-2023,assinaturas,despesa,260.09,,Cartão de Crédito
2022/07/26,Transporte ,despesa,12.12,Transporte - pagamento,
2023-02-24,assinaturas,despesa,368.43,,
2024-11-20,Vestuário,despesa,413.84,Vestuário - pagamento,Pix
25/03/2022,,receita,"R$ 7.496,08",Bônus - pagamento,Pix
2022-08-16,Vestuário,despesa,194.74,,Transferência
17/10/2022,Vestuário,despesa,"R$ 333,06",Vestuário - pagamento,Boleto
30-08-2022,Alimentação,despesa,355.2,,Pix
2024-06-02,Salário,receita,"R$ 6.934,15",,
2023-08-25,,despesa,270.16,,Débito
2024/03/03, Saúde,despesa,407.81,Saúde - pagamento,
01-09-2024,Transporte ,despesa,346.69,Transporte - pagamento,Débito
04/02/2022,alimentação,despesa,476.22,alimentação - pagamento,Débito
2023-12-30,Bônus,receita,3356.04,Bônus - pagamento,Boleto
2024-03-17,Rendimentos,receita,4533.78,Rendimentos - pagamento,Boleto
01/04/2022,Bônus,receita,5978.98,,Boleto
05-11-2023,Vestuário,despesa,201.36,,Boleto
31/03/2023, Saúde,despesa,325.69,Saúde - pagamento,Pix
2022/12/08,Vestuário,despesa,900.1,Vestuário - pagamento,Cartão de Crédito
28/01/2024,Freelance,receita,2573.89,Freelance - pagamento,
07-11-2024,Vestuário,despesa,713.66,Vestuário - pagamento,Pix
2022-05-01, Saúde,despesa,451.4,Saúde - pagamento,Boleto
05-01-2023,Alimentação,despesa,766.45,Alimentação - pagamento,Débito
2023-06-29,Transporte ,despesa,332.41,,Débito
01/02/2024,Rendimentos,receita,"R$ 5.453,62",,Pix
10-12-2022,Salário,receita,7671.53,Salário - pagamento,Pix
15-02-2022,Educação,despesa,288.01,Educação - pagamento,
2024-05-13, Saúde,despesa,561.42,,Pix
2024/08/05,Freelance,receita,"R$ 4.864,47",Freelance - pagamento,
2024/04/22,Manutenção,despesa,172.17,,Transferência
06-07-2023,alimentação,despesa,627.18,alimentação - pagamento,
2024-05-10,Freelance,receita,4747.33,Freelance - pagamento,Cartão de Crédito
2024-08-22,Educação,despesa,"R$ 5,00",Educação - pagamento,Cartão de Crédito
2022/11/18,Transporte ,despesa,5,,Cartão de Crédito
04/01/2024,alimentação,despesa,244.87,alimentação - pagamento,
2024/12/31,Rendimentos,receita,7966.36,Rendimentos - pagamento,Boleto
08-05-2024,Transporte ,despesa,373.89,Transporte - pagamento,
2022/03/02,Lazer,despesa,50.47,,Transferência
25-05-2023,Rendimentos,receita,3660.62,,Débito
12/02/2024,Lazer,despesa,556.07,,Boleto
2022-01-02,Rendimentos,receita,4981.44,,Boleto
18-11-2022,Rendimentos,receita,4332.51,,Transferência
2024-11-27,Lazer,despesa,353.24,,Débito
21-03-2023,Manutenção,despesa,523.43,Manutenção - pagamento,Boleto
08/08/2022,Educação,despesa,558.37,Educação - pagamento,
2024-04-04,Freelance,receita,4024.29,,Pix
23-08-2024,Alimentação,despesa,267.07,Alimentação - pagamento,Boleto
23-12-2024,Salário,receita,3547.45,,Transferência
2022/04/25,Educação,despesa,498.85,Educação - pagamento,
28-06-2024,Impostos,despesa,593.17,,
2022/04/15,Educação,despesa,644.24,Educação - pagamento,Débito
09/11/2024,assinaturas,despesa,"R$ 188,40",assinaturas - pagamento,Transferência
2023/09/21,Freelance,receita,7941.45,Freelance - pagamento,Débito
2022/07/03,Salário,receita,6712.99,,Débito
27-05-2022,Bônus,receita,6295.92,,Transferência
2024-08-15,Rendimentos,receita,"R$ 4.210,70",Rendimentos - pagamento,Transferência
04/12/2023,Impostos,despesa,312.01,Impostos - pagamento,
26-09-2024,Salário,receita,2644.99,,
28/04/2022,Educação,despesa,450.99,,Débito
12/06/2023,assinaturas,despesa,713.63,assinaturas - pagamento,Transferência
2024/10/03,Moradia,despesa,"R$ 850,83",,Cartão de Crédito
2024-01-02,Bônus,receita,3038.66,Bônus - pagamento,Pix
2023/11/26,Lazer,despesa,355.2,,Cartão de Crédito
18/11/2022,Freelance,receita,4286.28,,
2024/06/09,Educação,despesa,161.18,Educação - pagamento,Débito
23/10/2022,Bônus,receita,6140.13,,Pix
12/06/2022,,despesa,663.5,,Cartão de Crédito
18-01-2022,Rendimentos,receita,3843.57,Rendimentos - pagamento,Débito
14/11/2024,Bônus,receita,5531.42,Bônus - pagamento,Transferência
03/12/2022,assinaturas,despesa,618.78,assinaturas - pagamento,Cartão de Crédito
2022-05-28,Moradia,despesa,546.38,Moradia - pagamento,
04/09/2024,Alimentação,despesa,377.79,Alimentação - pagamento,Débito
2023-04-27,Vestuário,despesa,435.76,Vestuário - pagamento,Débito
2023-02-16,Salário,receita,6620.97,,Pix
2023/01/08,Alimentação,despesa,398.38,Alimentação - pagamento,Débito
2024-04-27, Saúde,despesa,189.66,Saúde - pagamento,Pix
07-02-2023,Transporte ,despesa,333.8,Transporte - pagamento,Boleto
19-02-2023,Rendimentos,receita,5128.48,,Boleto
2022/09/05,Manutenção,despesa,397.01,,
05-07-2023,Vestuário,despesa,28.83,Vestuário - pagamento,
2022-05-26,Moradia,despesa,392.52,,Transferência
14-01-2022,Impostos,despesa,818.47,Impostos - pagamento,Transferência
2023/03/23,alimentação,despesa,5,,
2023-12-01,Impostos,despesa,336.75,Impostos - pagamento,Transferência
2022-07-25,Educação,despesa,5,Educação - pagamento,Transferência
12/07/2023,Freelance,receita,5433.14,Freelance - pagamento,Pix
2024-06-08,Transporte ,despesa,397.45,Transporte - pagamento,
2024/08/04,Lazer,despesa,5,,Pix
2024-05-07,Transporte ,despesa,5,Transporte - pagamento,
02/07/2024,Alimentação,despesa,355.98,Alimentação - pagamento,Transferência
2022-10-18,Salário,receita,3892.13,Salário - pagamento,Cartão de Crédito
25/10/2024, Saúde,despesa,684.02,,Pix
19-01-2024,alimentação,despesa,171.32,,Transferência
2024-04-09, Saúde,despesa,869.56,Saúde - pagamento,Transferência
2024-01-15,Moradia,despesa,523.35,Moradia - pagamento,Boleto
2023/07/07,Educação,despesa,448.46,,Cartão de Crédito
2024-02-15,Educação,despesa,368.92,Educação - pagamento,Débito
12-01-2022,Manutenção,despesa,305.96,Manutenção - pagamento,Boleto
28/08/2024,Moradia,despesa,183.51,Moradia - pagamento,Cartão de Crédito
2023-12-17,assinaturas,despesa,887.25,assinaturas - pagamento,Boleto
22/09/2024,Bônus,receita,5104.19,,Cartão de Crédito
2024-02-03,Rendimentos,receita,1551.01,Rendimentos - pagamento,
2024-07-27,Lazer,despesa,224.51,,Boleto
30/10/2024,Freelance,receita,7282.45,Freelance - pagamento,Boleto
16/09/2023,Salário,receita,6476.72,Salário - pagamento,Débito
23-03-2022,Freelance,receita,5504.83,Freelance - pagamento,Pix
18/05/2022,assinaturas,despesa,5,,
24-06-2023,alimentação,despesa,357.21,alimentação - pagamento,Transferência
2023/11/15,alimentação,despesa,497.23,alimentação - pagamento,Pix
2023-04-26,Lazer,despesa,"R$ 5,00",Lazer - pagamento,Boleto
2022/03/14,Transporte ,despesa,812.4,Transporte - pagamento,Débito
09-03-2024,Alimentação,despesa,"R$ 541,07",Alimentação - pagamento,Cartão de Crédito
21-12-2022,Manutenção,despesa,765.31,,Pix
2022/11/13, Saúde,despesa,549.79,Saúde - pagamento,Transferência
2023-03-09,Impostos,despesa,"R$ 803,07",Impostos - pagamento,Débito
2022/05/30,Freelance,receita,3748.35,Freelance - pagamento,Débito
10-04-2024,Rendimentos,receita,3254.15,Rendimentos - pagamento,Boleto
2024-01-29,Educação,despesa,5,,Transferência
2023-05-02,Educação,despesa,394.79,,Cartão de Crédito
2024-04-01, Saúde,despesa,68.82,Saúde - pagamento,Transferência
2023-09-18,Rendimentos,receita,6772.96,Rendimentos - pagamento,Débito
27/06/2023,Manutenção,despesa,499.13,Manutenção - pagamento,Débito
2022-06-01,Alimentação,despesa,183.41,Alimentação - pagamento,Cartão de Crédito
05/08/2024,Educação,despesa,576.76,,Cartão de Crédito
22-05-2024,Educação,despesa,608.33,Educação - pagamento,Débito
2022-05-14,Bônus,receita,770.54,Bônus - pagamento,Transferência
22/10/2024,Impostos,despesa,396.63,Impostos - pagamento,Boleto
12/12/2022,Manutenção,despesa,704.96,Manutenção - pagamento,Transferência
06/05/2022,Vestuário,despesa,372.46,,Pix
26/04/2022,Bônus,receita,6387.6,,Transferência
2022-07-03,alimentação,despesa,525.99,alimentação - pagamento,Transferência
01/09/2023,Rendimentos,receita,6427.65,Rendimentos - pagamento,
09-10-2023,Transporte ,despesa,554.47,Transporte - pagamento,Transferência
2023/02/14,Educação,despesa,5,Educação - pagamento,Pix
08-02-2024,Manutenção,despesa,182.83,Manutenção - pagamento,Cartão de Crédito
2022-04-21,alimentação,despesa,"R$ 198,00",alimentação - pagamento,Pix
2023/02/28,Lazer,despesa,323.22,Lazer - pagamento,Pix
2022-05-02,Rendimentos,receita,6860.27,,Transferência
21-10-2024,Impostos,despesa,488.95,Impostos - pagamento,Pix
22-12-2024, Saúde,despesa,331.56,Saúde - pagamento,Boleto
2024-05-06,Transporte ,despesa,397.45,Transporte - pagamento,Transferência
2024/09/10,Educação,despesa,266.94,Educação - pagamento,Cartão de Crédito
2022/04/28,Lazer,despesa,349.8,Lazer - pagamento,Transferência
12-04-2022,assinaturas,despesa,233.42,assinaturas - pagamento,Cartão de Crédito
23-04-2024,Impostos,despesa,"R$ 5,00",Impostos - pagamento,Débito
2024-04-21,alimentação,despesa,594.42,alimentação - pagamento,Débito
01/10/2022,Moradia,despesa,"R$ 456,79",,Débito
2023/04/10,Moradia,despesa,475.16,Moradia - pagamento,
2022-09-05, Saúde,despesa,83.71,Saúde - pagamento,Débito
31/12/2022,Rendimentos,receita,2576.34,Rendimentos - pagamento,
08/02/2022,alimentação,despesa,612.7,alimentação - pagamento,Boleto
2024/03/28,Transporte ,despesa,407.87,,
26/02/2024, Saúde,despesa,555.07,Saúde - pagamento,Boleto
2023/10/13,Manutenção,despesa,198.19,Manutenção - pagamento,Cartão de Crédito
17/11/2024,Bônus,receita,5051.96,Bônus - pagamento,Transferência
23/10/2023,alimentação,despesa,10.18,alimentação - pagamento,
01/02/2023,Manutenção,despesa,"R$ 190,38",,Pix
